match_id,created,city,dates,event_name,match_number,gender,match_type,match_type_number,toss_winner,toss_decision,outcome_winner,outcome_by_runs,outcome_by_wickets,overs,player_of_match,season,teams,venue,total_fours,total_sixes
894287,2015-08-04,,2015-08-02,New Zealand in Zimbabwe ODI Series,1.0,male,ODI,3673,Zimbabwe,field,Zimbabwe,,7.0,50,CR Ervine,2015,"Zimbabwe, New Zealand",Harare Sports Club,53,11
247491,2015-09-26,Antigua,2007-04-08,ICC World Cup,35.0,male,ODI,2565,England,bat,Australia,,7.0,50,SW Tait,2006/07,"Australia, England","Sir Vivian Richards Stadium, North Sound",46,3
667649,2014-02-03,Wellington,2014-01-31,India in New Zealand ODI Series,5.0,male,ODI,3467,India,field,New Zealand,87.0,,50,LRPL Taylor,2013/14,"New Zealand, India",Westpac Stadium,43,10
225254,2015-12-08,Leeds,2006-07-01,NatWest Series,5.0,male,ODI,2389,England,bat,Sri Lanka,,8.0,50,ST Jayasuriya,2006,"England, Sri Lanka",Headingley,69,7
1050227,2016-10-08,Abu Dhabi,2016-10-05,Pakistan v West Indies ODI Series,3.0,male,ODI,3789,Pakistan,bat,Pakistan,136.0,,50,Babar Azam,2016/17,"Pakistan, West Indies",Sheikh Zayed Stadium,33,4
1196673,2019-08-19,Aberdeen,2019-08-18,ICC Men's Cricket World Cup League 2,4.0,male,ODI,4202,Oman,field,Scotland,85.0,,50,Hamza Tahir,2019,"Scotland, Oman",Mannofield Park,18,7
1358091,2023-03-16,Kirtipur,2023-03-15,ICC Men's Cricket World Cup League 2,139.0,male,ODI,4536,Papua New Guinea,bat,United Arab Emirates,,6.0,50,Waseem Muhammad,2022/23,"Papua New Guinea, United Arab Emirates","Tribhuvan University International Cricket Ground, Kirtipur",39,22
452149,2010-08-22,,2010-06-03,Zimbabwe Triangular Series,4.0,male,ODI,2986,Zimbabwe,field,Zimbabwe,,7.0,50,BRM Taylor,2010,"Zimbabwe, India",Harare Sports Club,23,6
455233,2010-08-22,,2010-06-18,Asia Cup,3.0,male,ODI,2995,Sri Lanka,bat,Sri Lanka,126.0,,50,TM Dilshan,2010,"Sri Lanka, Bangladesh",Rangiri Dambulla International Stadium,45,6
249749,2015-10-20,Mumbai,2006-10-20,ICC Champions Trophy,11.0,male,ODI,2433,New Zealand,bat,Sri Lanka,,7.0,50,M Muralitharan,2006/07,"New Zealand, Sri Lanka",Brabourne Stadium,33,1
239918,2015-12-09,Trinidad,2006-05-26,India in West Indies ODI Series,4.0,male,ODI,2381,West Indies,field,West Indies,,6.0,50,DJ Bravo,2006,"West Indies, India","Queen's Park Oval, Port of Spain",43,3
635656,2013-07-29,,2013-07-28,South Africa in Sri Lanka ODI Series,4.0,male,ODI,3400,South Africa,bat,Sri Lanka,,8.0,50,TM Dilshan,2013,"Sri Lanka, South Africa",Pallekele International Cricket Stadium,45,5
660837,2013-09-10,Belfast,2013-09-06,ICC World Cricket League Championship,51.0,male,ODI,3411,Scotland,bat,Ireland,,1.0,50,,2013,"Ireland, Scotland","Civil Service Cricket Club, Stormont",48,2
1020037,2017-04-02,Hamilton,2017-03-01,South Africa in New Zealand ODI Series,4.0,male,ODI,3843,South Africa,bat,New Zealand,,7.0,50,MJ Guptill,2016/17,"New Zealand, South Africa",Seddon Park,48,18
1339613,2023-01-17,Karachi,2023-01-13,New Zealand tour of Pakistan,3.0,male,ODI,4504,Pakistan,bat,New Zealand,,2.0,50,GD Phillips,2022/23,"Pakistan, New Zealand","National Stadium, Karachi",41,11
601077,2013-05-18,Edinburgh,2013-05-17,Pakistan in Scotland ODI Series,1.0,male,ODI,3356,Pakistan,bat,Pakistan,96.0,,50,Misbah-ul-Haq,2013,"Scotland, Pakistan","Grange Cricket Club Ground, Raeburn Place",27,3
1144501,2019-06-16,Southampton,2019-06-14,World Cup,19.0,male,ODI,4158,England,field,England,,8.0,50,JE Root,2019,"England, West Indies",The Rose Bowl,38,6
534229,2012-08-28,Southampton,2012-08-28,NatWest Series,2.0,male,ODI,3298,South Africa,bat,South Africa,80.0,,50,HM Amla,2012,"England, South Africa",The Rose Bowl,43,3
1331366,2022-09-15,Port Moresby,2022-09-13,ICC Men's Cricket World Cup League 2,104.0,male,ODI,4465,United States of America,field,Papua New Guinea,26.0,,50,,2022,"Papua New Guinea, United States of America","Amini Park, Port Moresby",28,3
560927,2012-07-18,St Kitts,2012-07-16,New Zealand in West Indies ODI Series,5.0,male,ODI,3290,West Indies,bat,West Indies,20.0,,50,SP Narine,2012,"West Indies, New Zealand","Warner Park, Basseterre",37,9
540168,2012-07-08,St Vincent,2012-03-16,Australia in West Indies ODI Series,1.0,male,ODI,3262,Australia,bat,Australia,64.0,,50,GJ Bailey,2011/12,"West Indies, Australia","Arnos Vale Ground, Kingstown",34,7
1153694,2020-04-07,Hamilton,2019-01-31,India tour of New Zealand,4.0,male,ODI,4091,New Zealand,field,New Zealand,,8.0,50,TA Boult,2018/19,"New Zealand, India",Seddon Park,21,6
1007651,2016-06-15,,2016-06-13,India in Zimbabwe ODI Series,2.0,male,ODI,3744,India,field,India,,8.0,50,YS Chahal,2016,"Zimbabwe, India",Harare Sports Club,27,1
434262,2010-01-11,Mirpur,2010-01-10,Tri-Nation Tournament in Bangladesh,5.0,male,ODI,2941,Sri Lanka,bat,India,,8.0,50,Z Khan,2009/10,"India, Sri Lanka",Shere Bangla National Stadium,56,0
267709,2015-10-04,Vadodara,2007-01-31,West Indies in India ODI Series,4.0,male,ODI,2493,West Indies,field,India,160.0,,50,SR Tendulkar,2006/07,"India, West Indies",Indian Petrochemicals Corporation Limited Sports Complex Ground,50,8
350348,2015-05-08,Potchefstroom,2008-11-07,Bangladesh in South Africa ODI Series,1.0,male,ODI,2771,South Africa,bat,South Africa,61.0,,50,DW Steyn,2008/09,"South Africa, Bangladesh",Senwes Park,53,5
1185321,2020-03-10,Potchefstroom,2020-03-07,Australia tour of South Africa,3.0,male,ODI,4254,South Africa,field,South Africa,,6.0,50,JT Smuts,2019/20,"South Africa, Australia",Senwes Park,53,7
375456,2015-05-08,,2008-11-20,Sri Lanka in Zimbabwe ODI Series,1.0,male,ODI,2779,Sri Lanka,field,Sri Lanka,,6.0,50,M Muralitharan,2008/09,"Zimbabwe, Sri Lanka",Harare Sports Club,18,4
226356,2020-12-11,,2005-12-21,England tour of Pakistan,5.0,male,ODI,2308,England,bat,England,6.0,,50,JM Anderson,2005/06,"England, Pakistan",Rawalpindi Cricket Stadium,35,3
361045,2015-05-08,Kanpur,2008-11-20,England in India ODI Series,3.0,male,ODI,2778,England,bat,India,16.0,,50,Harbhajan Singh,2008/09,"India, England",Green Park,43,4
64933,2020-12-04,Auckland,2005-02-26,Australia tour of New Zealand,3.0,male,ODI,2230,Australia,bat,Australia,86.0,,50,MJ Clarke,2004/05,"Australia, New Zealand",Eden Park,40,2
64899,2021-03-08,Harare,2004-05-25,Australia tour of Zimbabwe,1.0,male,ODI,2131,Zimbabwe,bat,Australia,,7.0,50,RT Ponting,2004,"Zimbabwe, Australia",Harare Sports Club,32,6
65271,2023-01-15,Bloemfontein,2003-03-03,ICC World Cup,39.0,male,ODI,1978,Netherlands,bat,Netherlands,64.0,,50,JF Kloppenburg,2002/03,"Netherlands, Namibia","Goodyear Park, Bloemfontein",38,10
868731,2015-06-01,Lahore,2015-05-31,Zimbabwe in Pakistan ODI Series,3.0,male,ODI,3653,Pakistan,bat,,,,50,,2015,"Pakistan, Zimbabwe",Gaddafi Stadium,31,5
995465,2016-09-12,,2016-09-04,Australia in Sri Lanka ODI Series,5.0,male,ODI,3776,Sri Lanka,bat,Australia,,5.0,50,DA Warner,2016,"Sri Lanka, Australia",Pallekele International Cricket Stadium,34,2
1133017,2020-05-26,Bulawayo,2018-03-12,ICC Cricket World Cup Qualifier (ICC Trophy),20.0,male,ODI,3996,Zimbabwe,bat,,,,50,SM Sharif,2017/18,"Zimbabwe, Scotland",Queens Sports Club,35,6
291221,2015-09-07,Colombo,2007-10-13,England in Sri Lanka ODI Series,5.0,male,ODI,2630,Sri Lanka,bat,Sri Lanka,107.0,,50,CRD Fernando,2007/08,"Sri Lanka, England",R Premadasa Stadium,26,2
1153315,2020-04-17,Dhaka,2018-12-11,West Indies tour of Bangladesh,2.0,male,ODI,4072,West Indies,field,West Indies,,4.0,50,SD Hope,2018/19,"Bangladesh, West Indies","Shere Bangla National Stadium, Mirpur",35,8
1384410,2023-10-23,Lucknow,2023-10-21,ICC Cricket World Cup,19.0,male,ODI,4676,Netherlands,bat,Sri Lanka,,5.0,50,S Samarawickrama,2023/24,"Netherlands, Sri Lanka","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",37,6
745163,2014-09-03,,2014-08-30,Pakistan in Sri Lanka ODI Series,3.0,male,ODI,3519,Pakistan,bat,Sri Lanka,,7.0,50,NLTC Perera,2014,"Sri Lanka, Pakistan",Rangiri Dambulla International Stadium,23,1
858485,2015-04-18,Mirpur,2015-04-17,Pakistan in Bangladesh ODI Series,1.0,male,ODI,3647,Bangladesh,bat,Bangladesh,79.0,,50,Mushfiqur Rahim,2015,"Bangladesh, Pakistan",Shere Bangla National Stadium,61,7
1389388,2023-09-22,Chandigarh,2023-09-22,Australia tour of India,1.0,male,ODI,4651,India,field,India,,5.0,50,Mohammed Shami,2023/24,"Australia, India","Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",54,10
291364,2015-08-31,Perth,2008-02-15,Commonwealth Bank Series,6.0,male,ODI,2679,Australia,bat,Australia,63.0,,50,AC Gilchrist,2007/08,"Australia, Sri Lanka",Western Australia Cricket Association Ground,33,4
298796,2015-09-02,Durban,2007-11-25,New Zealand in South Africa ODI Series,1.0,male,ODI,2648,South Africa,field,South Africa,,2.0,50,AB de Villiers,2007/08,"South Africa, New Zealand",Kingsmead,42,4
749793,2015-02-01,Wellington,2015-01-29,Sri Lanka in New Zealand ODI Series,7.0,male,ODI,3594,Sri Lanka,bat,Sri Lanka,34.0,,50,KC Sangakkara,2014/15,"New Zealand, Sri Lanka",Westpac Stadium,48,7
1004285,2016-09-14,Edinburgh,2016-09-10,Hong Kong in Scotland ODI Series,2.0,male,ODI,3779,Scotland,bat,Scotland,53.0,,50,,2016,"Scotland, Hong Kong","Grange Cricket Club Ground, Raeburn Place",43,8
514037,2012-01-19,Bloemfontein,2012-01-17,Sri Lanka in South Africa ODI Series,3.0,male,ODI,3227,Sri Lanka,bat,South Africa,4.0,,50,F du Plessis,2011/12,"South Africa, Sri Lanka",Chevrolet Park,33,4
300487,2015-09-15,,2007-08-25,South Africa in Zimbabwe ODI Series,2.0,male,ODI,2614,South Africa,field,South Africa,,8.0,50,HH Gibbs,2007,"Zimbabwe, South Africa",Harare Sports Club,55,8
1029001,2017-05-06,Bristol,2017-05-05,Ireland in England ODI Series,1.0,male,ODI,3864,Ireland,bat,England,,7.0,50,AU Rashid,2017,"England, Ireland",County Ground,35,0
656495,2015-03-29,,2015-03-29,ICC Cricket World Cup,,male,ODI,3646,New Zealand,bat,Australia,,7.0,50,JP Faulkner,2014/15,"Australia, New Zealand",Melbourne Cricket Ground,32,4
251494,2015-10-04,Wellington,2007-02-16,Chappell-Hadlee Trophy,1.0,male,ODI,2524,New Zealand,field,New Zealand,,10.0,50,SE Bond,2006/07,"New Zealand, Australia",Westpac Stadium,28,4
65031,2023-01-13,London,2003-06-22,Pakistan tour of England and Scotland,3.0,male,ODI,2027,England,field,England,,4.0,50,ME Trescothick,2003,"Pakistan, England","Lord's, London",41,3
1144487,2019-06-02,London,2019-06-02,World Cup,5.0,male,ODI,4147,South Africa,field,Bangladesh,21.0,,50,Shakib Al Hasan,2019,"Bangladesh, South Africa",Kennington Oval,60,6
1215127,2020-02-17,Kirtipur,2020-02-12,ICC Men's Cricket World Cup League 2,30.0,male,ODI,4245,Nepal,field,Nepal,,8.0,50,S Lamichhane,2019/20,"Nepal, United States of America",Tribhuvan University International Cricket Ground,9,2
919615,2015-10-12,,2015-10-11,Ireland in Zimbabwe ODI Series,2.0,male,ODI,3690,Zimbabwe,field,Zimbabwe,,5.0,50,CR Ervine,2015/16,"Zimbabwe, Ireland",Harare Sports Club,47,9
415285,2009-10-03,Centurion,2009-10-02,ICC Champions Trophy,,male,ODI,2905,England,bat,Australia,,9.0,50,SR Watson,2009/10,"Australia, England",SuperSport Park,49,12
313993,2015-09-04,Nairobi,2007-10-27,Bermuda in Kenya ODI Series,2.0,male,ODI,2640,Bermuda,bat,Kenya,,3.0,50,,2007/08,"Kenya, Bermuda",Gymkhana Club Ground,36,5
567372,2013-03-25,Benoni,2013-03-24,Pakistan in South Africa ODI Series,5.0,male,ODI,3350,Pakistan,bat,South Africa,,6.0,50,AB de Villiers,2012/13,"South Africa, Pakistan",Willowmoore Park,33,5
1307297,2022-06-17,Kandy,2022-06-16,Australia tour of Sri Lanka,2.0,male,ODI,4412,Australia,field,Sri Lanka,26.0,,50,C Karunaratne,2022,"Sri Lanka, Australia",Pallekele International Cricket Stadium,37,4
1381215,2023-07-29,Bridgetown,2023-07-29,India tour of West Indies and United States of America,2.0,male,ODI,4623,West Indies,field,West Indies,,6.0,50,SD Hope,2023,"India, West Indies","Kensington Oval, Bridgetown, Barbados",31,5
754725,2014-11-16,Perth,2014-11-16,South Africa in Australia ODI Series,2.0,male,ODI,3546,Australia,bat,South Africa,,3.0,50,M Morkel,2014/15,"Australia, South Africa",Western Australia Cricket Association Ground,32,3
433564,2011-02-25,Delhi,2011-02-24,ICC Cricket World Cup,7.0,male,ODI,3106,South Africa,field,South Africa,,7.0,50,AB de Villiers,2010/11,"South Africa, West Indies",Feroz Shah Kotla,28,7
1433370,2024-11-01,North Sound,2024-10-31,England tour of West Indies,1.0,male,ODI,4790,West Indies,field,West Indies,,8.0,50,G Motie,2024/25,"England, West Indies","Sir Vivian Richards Stadium, North Sound, Antigua",29,10
573018,2013-02-17,Hobart,2013-01-23,Sri Lanka in Australia ODI Series,5.0,male,ODI,3326,Sri Lanka,field,Australia,32.0,,50,PJ Hughes,2012/13,"Australia, Sri Lanka",Bellerive Oval,41,2
1377746,2023-06-26,Harare,2023-06-18,ICC Cricket World Cup Qualifier,1.0,male,ODI,4585,Zimbabwe,field,Zimbabwe,,8.0,50,CR Ervine,2023,"Nepal, Zimbabwe",Harare Sports Club,63,7
1305496,2022-03-25,Kirtipur,2022-03-25,Papua New Guinea tour of Nepal,1.0,male,ODI,4376,Nepal,field,Papua New Guinea,6.0,,50,CJA Amini,2021/22,"Papua New Guinea, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",56,10
410341,2009-11-11,Bulawayo,2009-08-18,Bangladesh in Zimbabwe ODI Series,5.0,male,ODI,2874,Zimbabwe,bat,Bangladesh,,5.0,50,Dolar Mahmud,2009,"Zimbabwe, Bangladesh",Queens Sports Club,38,3
911049,2015-11-18,Dubai,2015-11-16,ICC World Cricket League Championship,13.0,male,ODI,3709,Hong Kong,bat,Hong Kong,89.0,,50,MS Chapman,2015/16,"United Arab Emirates, Hong Kong",ICC Academy,50,8
520600,2012-07-08,Wellington,2012-02-25,South Africa in New Zealand ODI Series,1.0,male,ODI,3249,New Zealand,bat,South Africa,,6.0,50,AB de Villiers,2011/12,"New Zealand, South Africa",Westpac Stadium,35,8
1144491,2019-06-06,London,2019-06-05,World Cup,9.0,male,ODI,4151,New Zealand,field,New Zealand,,2.0,50,LRPL Taylor,2019,"Bangladesh, New Zealand",Kennington Oval,45,4
931390,2015-11-12,Mirpur,2015-11-07,Zimbabwe in Bangladesh ODI Series,1.0,male,ODI,3703,Zimbabwe,field,Bangladesh,145.0,,50,Mushfiqur Rahim,2015/16,"Bangladesh, Zimbabwe",Shere Bangla National Stadium,32,9
656483,2015-03-21,,2015-03-18,ICC Cricket World Cup,,male,ODI,3640,Sri Lanka,bat,South Africa,,9.0,50,Imran Tahir,2014/15,"South Africa, Sri Lanka",Sydney Cricket Ground,22,0
1421072,2024-03-05,Dubai,2024-03-05,ICC Men's Cricket World Cup League 2,10.0,male,ODI,4739,United Arab Emirates,field,Canada,8.0,,50,H Thaker,2023/24,"Canada, United Arab Emirates",Dubai International Cricket Stadium,29,9
343732,2015-08-23,,2008-08-18,India in Sri Lanka ODI Series,1.0,male,ODI,2742,India,bat,Sri Lanka,,8.0,50,BAW Mendis,2008,"Sri Lanka, India",Rangiri Dambulla International Stadium,22,3
1168511,2019-10-28,Dublin,2019-05-11,Ireland Tri-Nation Series,4.0,male,ODI,4132,Ireland,bat,West Indies,,5.0,50,SW Ambris,2019,"Ireland, West Indies","The Village, Malahide",57,14
298807,2015-08-31,Port Elizabeth,2008-01-27,West Indies in South Africa ODI Series,3.0,male,ODI,2666,West Indies,bat,South Africa,,7.0,50,JH Kallis,2007/08,"South Africa, West Indies",St George's Park,43,10
1362381,2023-03-29,Harare,2023-03-25,Netherlands tour of Zimbabwe,3.0,male,ODI,4549,Netherlands,bat,Zimbabwe,,7.0,50,SC Williams,2022/23,"Netherlands, Zimbabwe",Harare Sports Club,45,2
1377750,2023-06-26,Harare,2023-06-20,ICC Cricket World Cup Qualifier,5.0,male,ODI,4589,Zimbabwe,field,Zimbabwe,,6.0,50,Sikandar Raza,2023,"Netherlands, Zimbabwe",Harare Sports Club,60,12
1317901,2022-07-26,Port of Spain,2022-07-24,India tour of West Indies,2.0,male,ODI,4438,West Indies,bat,India,,2.0,50,AR Patel,2022,"West Indies, India","Queen's Park Oval, Port of Spain, Trinidad",42,22
1351398,2023-03-05,Dhaka,2023-03-03,England tour of Bangladesh,2.0,male,ODI,4528,Bangladesh,field,England,132.0,,50,JJ Roy,2022/23,"England, Bangladesh","Shere Bangla National Stadium, Mirpur",48,9
226383,2016-06-26,Brisbane,2006-01-17,VB Series,3.0,male,ODI,2315,South Africa,field,Sri Lanka,94.0,,50,KC Sangakkara,2005/06,"South Africa, Sri Lanka","Brisbane Cricket Ground, Woolloongabba",41,3
800469,2016-02-04,Bloemfontein,2016-02-03,England in South Africa ODI Series,1.0,male,ODI,3732,England,bat,England,39.0,,50,Q de Kock,2015/16,"South Africa, England",Mangaung Oval,64,22
433572,2011-03-02,Bangalore,2011-03-02,ICC Cricket World Cup,15.0,male,ODI,3114,England,bat,Ireland,,3.0,50,KJ O'Brien,2010/11,"England, Ireland",M Chinnaswamy Stadium,59,14
434258,2010-01-06,Mirpur,2010-01-04,Tri-Nation Tournament in Bangladesh,1.0,male,ODI,2937,Sri Lanka,field,Sri Lanka,,7.0,50,TM Dilshan,2009/10,"Bangladesh, Sri Lanka",Shere Bangla National Stadium,50,3
1206064,2019-12-21,Dubai,2019-12-15,ICC Men's Cricket World Cup League 2,6.0,male,ODI,4220,United Arab Emirates,field,United Arab Emirates,,7.0,50,Basil Hameed,2019/20,"United Arab Emirates, Scotland",ICC Academy,33,3
249231,2015-09-30,,2007-02-04,Commonwealth Bank Series,11.0,male,ODI,2501,New Zealand,bat,Australia,,5.0,50,RT Ponting,2006/07,"Australia, New Zealand",Melbourne Cricket Ground,37,5
1059712,2016-11-22,Bulawayo,2016-11-19,Zimbabwe Tri-Nation Series,3.0,male,ODI,3806,Zimbabwe,bat,,,,50,SD Hope,2016/17,"Zimbabwe, West Indies",Queens Sports Club,31,8
518956,2012-07-08,,2012-02-05,Commonwealth Bank Series,1.0,male,ODI,3231,India,field,Australia,65.0,,50,MS Wade,2011/12,"Australia, India",Melbourne Cricket Ground,21,5
1395702,2023-09-26,Dhaka,2023-09-26,New Zealand tour of Bangladesh,3.0,male,ODI,4655,Bangladesh,bat,New Zealand,,7.0,50,WA Young,2023,"Bangladesh, New Zealand","Shere Bangla National Stadium, Mirpur",42,4
247501,2015-09-28,Grenada,2007-04-18,ICC World Cup,45.0,male,ODI,2575,Sri Lanka,field,Sri Lanka,,8.0,50,MF Maharoof,2006/07,"Ireland, Sri Lanka","National Cricket Stadium, St George's",18,3
1119540,2020-05-15,Chester-le-Street,2018-06-21,Australia tour of England,4.0,male,ODI,4012,Australia,bat,England,,6.0,50,JJ Roy,2018,"Australia, England",Riverside Ground,62,11
1152841,2019-10-29,London,2019-05-08,Pakistan tour of England,1.0,male,ODI,4130,England,field,,,,50,,2019,"England, Pakistan",Kennington Oval,10,0
587472,2012-12-24,Khulna,2012-12-02,West Indies in Bangladesh ODI Series,2.0,male,ODI,3310,West Indies,field,Bangladesh,160.0,,50,Anamul Haque,2012/13,"Bangladesh, West Indies",Sheikh Abu Naser Stadium,35,9
1223957,2020-12-04,Canberra,2020-12-02,India tour of Australia,3.0,male,ODI,4267,India,bat,India,13.0,,50,HH Pandya,2020/21,"India, Australia",Manuka Oval,45,13
1033363,2017-05-15,Dublin,2017-05-14,Ireland Tri-Nation Series,2.0,male,ODI,3867,Ireland,field,New Zealand,51.0,,50,MJ Santner,2017,"Ireland, New Zealand",Malahide,52,7
1385702,2024-09-25,Chester-le-Street,2024-09-24,Australia tour of England,3.0,male,ODI,4775,England,field,England,46.0,,50,HC Brook,2024,"Australia, England","Riverside Ground, Chester-le-Street",53,11
1365106,2023-04-06,Windhoek,2023-04-05,ICC Cricket World Cup Qualifier Play-off,15.0,male,ODI,4567,Canada,bat,Canada,90.0,,50,JOA Gordon,2023,"Canada, Papua New Guinea","United Cricket Club Ground, Windhoek",32,5
291372,2015-08-30,Brisbane,2008-03-04,Commonwealth Bank Series,2.0,male,ODI,2689,India,bat,India,9.0,,50,P Kumar,2007/08,"Australia, India","Brisbane Cricket Ground, Woolloongabba",34,5
430889,2010-01-01,Kolkata,2009-12-24,Sri Lanka in India ODI Series,4.0,male,ODI,2935,Sri Lanka,bat,India,,7.0,50,G Gambhir,2009/10,"India, Sri Lanka",Eden Gardens,68,4
1322032,2022-07-13,Glasgow,2022-07-13,ICC Men's Cricket World Cup League 2,93.0,male,ODI,4425,Nepal,field,Nepal,,5.0,50,Aasif Sheikh,2022,"Scotland, Nepal","Titwood, Glasgow",36,2
1153246,2020-06-02,,2018-09-18,Asia Cup,4.0,male,ODI,4039,Hong Kong,field,India,26.0,,50,S Dhawan,2018,"India, Hong Kong",Dubai International Cricket Stadium,44,11
1384406,2023-10-20,Dharamsala,2023-10-17,ICC Cricket World Cup,15.0,male,ODI,4672,South Africa,field,Netherlands,38.0,,50,SA Edwards,2023/24,"Netherlands, South Africa","Himachal Pradesh Cricket Association Stadium, Dharamsala",43,11
932857,2016-06-15,St Kitts,2016-06-13,West Indies Tri-Nation Series,5.0,male,ODI,3745,West Indies,field,West Indies,,4.0,50,MN Samuels,2016,"West Indies, Australia","Warner Park, Basseterre",34,17
749785,2015-01-17,Auckland,2015-01-17,Sri Lanka in New Zealand ODI Series,3.0,male,ODI,3580,Sri Lanka,field,,,,50,,2014/15,"New Zealand, Sri Lanka",Eden Park,10,5
244511,2016-06-19,Abu Dhabi,2006-04-19,DLF Cup,2.0,male,ODI,2364,India,bat,India,51.0,,50,R Dravid,2005/06,"India, Pakistan",Sheikh Zayed Stadium,43,4
578615,2013-06-10,London,2013-06-07,ICC Champions Trophy,2.0,male,ODI,3364,West Indies,field,West Indies,,2.0,50,KAJ Roach,2013,"Pakistan, West Indies",Kennington Oval,27,5
258477,2015-09-07,London,2007-09-08,NatWest Series,7.0,male,ODI,2620,India,bat,England,,7.0,50,KP Pietersen,2007,"England, India",Lord's,34,4
1031427,2017-05-29,Southampton,2017-05-27,South Africa in England ODI Series,2.0,male,ODI,3873,South Africa,field,England,2.0,,50,BA Stokes,2017,"England, South Africa",The Rose Bowl,66,8
685733,2013-11-30,Port Elizabeth,2013-11-27,Pakistan in South Africa ODI Series,2.0,male,ODI,3440,South Africa,field,Pakistan,1.0,,50,Ahmed Shehzad,2013/14,"South Africa, Pakistan",St George's Park,41,7
1262755,2021-07-18,Colombo,2021-07-18,India tour of Sri Lanka,1.0,male,ODI,4307,Sri Lanka,bat,India,,7.0,50,PP Shaw,2021,"Sri Lanka, India","R Premadasa Stadium, Colombo",43,11
267713,2015-10-04,Visakhapatnam,2007-02-17,Sri Lanka in India ODI Series,4.0,male,ODI,2525,India,field,India,,7.0,50,LPC Silva,2006/07,"India, Sri Lanka",Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,53,11
249211,2015-10-17,Durban,2006-11-22,India in South Africa ODI Series,2.0,male,ODI,2447,South Africa,bat,South Africa,157.0,,50,JH Kallis,2006/07,"South Africa, India",Kingsmead,39,2
1115797,2020-05-08,Christchurch,2017-12-26,West Indies tour of New Zealand,3.0,male,ODI,3945,New Zealand,bat,New Zealand,66.0,,50,LRPL Taylor,2017/18,"New Zealand, West Indies",Hagley Oval,23,1
760889,2015-05-08,Dublin,2015-05-08,,,male,ODI,3650,England,field,,,,50,,2015,"Ireland, England","The Village, Malahide",6,0
65284,2023-01-15,Gqeberha,2003-03-18,ICC World Cup,,male,ODI,1991,Australia,bat,Australia,48.0,,50,A Symonds,2002/03,"Australia, Sri Lanka","St George's Park, Port Elizabeth",23,5
565816,2013-02-17,Dharamsala,2013-01-27,England in India ODI Series,5.0,male,ODI,3329,England,field,England,,7.0,50,IR Bell,2012/13,"India, England",Himachal Pradesh Cricket Association Stadium,46,9
1377770,2023-07-02,Bulawayo,2023-07-02,ICC Cricket World Cup Qualifier,24.0,male,ODI,4609,Sri Lanka,field,Sri Lanka,,9.0,50,M Theekshana,2023,"Zimbabwe, Sri Lanka","Queens Sports Club, Bulawayo",33,4
64929,2020-12-04,Centurion,2005-02-13,England tour of South Africa,7.0,male,ODI,2226,South Africa,field,South Africa,,3.0,50,KP Pietersen,2004/05,"England, South Africa",SuperSport Park,45,7
667891,2014-05-26,Chester-le-Street,2014-05-25,Sri Lanka in England ODI Series,2.0,male,ODI,3493,England,field,Sri Lanka,157.0,,50,TM Dilshan,2014,"England, Sri Lanka",Riverside Ground,24,5
1294969,2022-01-17,Kandy,2022-01-16,Zimbabwe tour of Sri Lanka,1.0,male,ODI,4341,Zimbabwe,bat,Sri Lanka,,5.0,50,LD Chandimal,2021/22,"Zimbabwe, Sri Lanka",Pallekele International Cricket Stadium,57,8
64883,2021-03-08,Peshawar,2004-03-19,India tour of Pakistan,3.0,male,ODI,2115,Pakistan,field,Pakistan,,4.0,50,Yasir Hameed,2003/04,"India, Pakistan",Arbab Niaz Stadium,52,5
582191,2012-11-16,Hambantota,2012-11-12,New Zealand in Sri Lanka ODI Series,5.0,male,ODI,3308,New Zealand,field,,,,50,,2012/13,"Sri Lanka, New Zealand","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",15,0
401073,2009-11-11,Dominica,2009-07-26,Bangladesh in West Indies ODI Series,1.0,male,ODI,2862,West Indies,field,Bangladesh,52.0,,50,Abdur Razzak,2009,"West Indies, Bangladesh","Windsor Park, Roseau",25,3
